iter	Logloss
767	0.216709005
768	0.2166215919
769	0.2166009283
770	0.2165796466
771	0.216499895
772	0.2164719918
773	0.2164363316
774	0.2163638153
775	0.2163154102
776	0.2162253392
777	0.21618984
778	0.2160819665
779	0.2160166455
780	0.2158959151
781	0.2158134241
782	0.2157749491
783	0.2156691337
784	0.2156613441
785	0.2156498146
786	0.2155790363
787	0.2154748956
788	0.2154342916
789	0.2153780822
790	0.2153227642
791	0.2153036784
792	0.2152247306
793	0.2151615469
794	0.215064105
795	0.2150200603
796	0.2149718359
797	0.2148879077
798	0.2148770313
799	0.2148554674
800	0.2147965641
801	0.2147465392
802	0.2147111077
803	0.2146608226
804	0.2146376793
805	0.214568893
806	0.2145024512
807	0.2143984606
808	0.2143866648
809	0.2143839386
810	0.2143445214
811	0.2142863204
812	0.2142028622
813	0.2141171692
814	0.2140673057
815	0.2140129357
816	0.2139396335
817	0.2138852106
818	0.2138155899
819	0.213748859
820	0.2137034818
821	0.2135993018
822	0.2135421571
823	0.2134963153
824	0.2133795444
825	0.2133723197
826	0.2133014995
827	0.2132592131
828	0.2131997508
829	0.2131021368
830	0.2130352312
831	0.2129630079
832	0.2128794278
833	0.2127965914
834	0.2127028013
835	0.2126390735
836	0.2125697832
837	0.2125394738
838	0.2124973894
839	0.212416298
840	0.2123478271
841	0.2123073243
842	0.2122411132
843	0.2121768612
844	0.2121223524
845	0.2120549737
846	0.2119594607
847	0.2118804845
848	0.2118449839
849	0.211766748
850	0.2117336589
851	0.2116715757
852	0.2116184589
853	0.211522372
854	0.2114886409
855	0.2114156142
856	0.2113701113
857	0.2113169897
858	0.2112255804
859	0.2111621675
860	0.211119671
861	0.2110405738
862	0.2109671093
863	0.2108760912
864	0.2107861057
865	0.2107520916
866	0.2106899036
867	0.2106390074
868	0.2105882322
869	0.2105148127
870	0.210480704
871	0.2104555988
872	0.2103780381
873	0.2103120152
874	0.2102229739
875	0.2101850082
876	0.2101225917
877	0.2100443186
878	0.2100169836
879	0.2099746253
880	0.2099121659
881	0.2098803324
882	0.2098435049
883	0.2097329058
884	0.2096838108
885	0.2096577667
886	0.209589647
887	0.2095149582
888	0.209476251
889	0.2094738133
890	0.2094397162
891	0.2093717656
892	0.2093237125
893	0.2093004862
894	0.2091946254
895	0.2091352676
896	0.2090523453
897	0.2089618589
898	0.2088673724
899	0.2088127026
900	0.2087819116
901	0.2087376533
902	0.2086648837
903	0.2086312188
904	0.208601122
905	0.2085810317
906	0.2085336796
907	0.2084998324
908	0.2084525348
909	0.2084332859
910	0.2083765318
911	0.2083553819
912	0.2082743863
913	0.2082146568
914	0.2081783766
915	0.2081471287
916	0.2081165103
917	0.2080878469
918	0.2080183597
919	0.2079318708
920	0.2078614336
921	0.2078097967
922	0.2077327116
923	0.2077097146
924	0.2076581595
925	0.2076477444
926	0.2075238874
927	0.2074953625
928	0.2074363558
929	0.207407102
930	0.2073547504
931	0.2072834826
932	0.2072556021
933	0.2072071803
934	0.2071942001
935	0.2071676611
936	0.2071228216
937	0.2070435902
938	0.2069590802
939	0.2068871406
940	0.2067755278
941	0.2067115148
942	0.2066551511
943	0.2065540296
944	0.2065180573
945	0.20647792
946	0.2064513904
947	0.2063460694
948	0.2062883273
949	0.2062433651
950	0.2061572811
951	0.2061307821
952	0.2060530395
953	0.2059783739
954	0.2059096847
955	0.2058718646
956	0.2057553974
957	0.2057268417
958	0.2056731898
959	0.2056331545
960	0.2055797295
961	0.2055283849
962	0.2054531492
963	0.2053723595
964	0.2053010011
965	0.2052242549
966	0.2052092197
967	0.2051655951
968	0.2050862674
969	0.2050322019
970	0.2049648895
971	0.2049162114
972	0.2048947551
973	0.2048769128
974	0.2047611539
975	0.2047120054
976	0.2046588771
977	0.2046088739
978	0.2045784217
979	0.2045005371
980	0.2044667002
981	0.204389921
982	0.2042693355
983	0.2041800809
984	0.2040872745
985	0.2040274639
986	0.20398809
987	0.2039297922
988	0.2038625057
989	0.2037907744
990	0.2037357003
991	0.2036798423
992	0.2036388797
993	0.2036129706
994	0.2035800888
995	0.203537024
996	0.203480965
997	0.2034433834
998	0.2033639091
999	0.2032867857
